Id,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Slope,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Finish,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice
1044,160,21.0,1680,1,0,3,2,0,6,5,1971,1971,232.0,3,3,3,3,1,5,387.0,1,0.0,96.0,483.0,3,1,483,504,0,987,0.0,0.0,1,1,2,1,3,4,0,1971.0,1,264.0,2,0,0,0,0,0,0,0,0,7,2008,85400
2752,20,64.0,7488,1,0,2,2,4,7,5,2005,2005,0.0,4,3,4,3,3,6,393.0,1,0.0,815.0,1208.0,5,1,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,0,2005.0,2,632.0,2,105,58,0,0,0,0,0,0,2,2006,183600
807,70,120.0,26400,1,0,3,2,4,5,7,1880,2007,0.0,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,1,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,1,1900.0,1,576.0,1,0,0,0,0,0,0,0,0,6,2009,131000
1177,160,24.0,2645,1,2,3,2,0,8,5,1999,2000,456.0,4,3,4,3,1,6,813.0,1,0.0,147.0,960.0,5,1,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,0,2000.0,1,480.0,2,169,0,0,0,0,0,0,0,12,2008,200000
1480,20,74.0,9627,1,0,3,2,4,7,5,2007,2007,0.0,4,3,4,3,3,6,24.0,1,0.0,1327.0,1351.0,5,1,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,0,2007.0,2,610.0,2,0,50,0,0,0,0,0,0,6,2008,193000
324,20,93.0,10114,1,0,3,2,4,5,5,2004,2005,0.0,3,3,5,3,3,1,0.0,1,0.0,1430.0,1430.0,5,1,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,0,2004.0,2,624.0,2,0,0,0,0,0,0,0,0,3,2010,173500
1311,70,34.0,4571,1,1,3,2,4,5,5,1916,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,624.0,624.0,2,0,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,0,1916.0,1,513.0,2,0,0,96,0,0,0,0,0,5,2008,98000
770,20,80.0,8816,1,0,3,2,4,5,6,1963,1963,0.0,3,3,3,3,1,3,651.0,1,0.0,470.0,1121.0,3,1,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,0,1963.0,1,480.0,2,0,80,0,0,0,0,3,0,6,2009,139000
2063,20,71.0,8197,1,0,3,2,4,6,5,1977,1977,148.0,3,3,3,3,1,1,0.0,1,0.0,660.0,660.0,5,1,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,1,1977.0,2,528.0,2,138,0,0,0,0,0,3,0,4,2007,143500
69,60,72.0,8640,1,0,3,2,4,7,5,2009,2009,0.0,3,3,4,3,2,6,24.0,1,0.0,732.0,756.0,5,1,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,0,2009.0,1,614.0,2,169,45,0,0,0,0,0,0,6,2010,215200
2062,20,109.0,8724,1,0,3,2,4,5,5,1968,1968,0.0,3,3,4,3,1,4,492.0,1,0.0,402.0,894.0,4,1,894,0,0,894,0.0,0.0,1,0,3,1,3,5,1,1968.0,3,450.0,2,0,0,0,0,0,0,0,0,5,2007,129000
351,120,40.0,5664,1,0,2,2,1,8,5,2000,2000,0.0,4,3,4,3,1,6,1158.0,1,0.0,343.0,1501.0,5,1,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,1,2000.0,3,499.0,2,212,59,0,0,0,0,0,0,10,2009,278000
2393,60,103.0,12867,1,0,2,2,4,8,5,2005,2006,0.0,4,3,5,3,3,1,0.0,1,0.0,1209.0,1209.0,5,1,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,1,2005.0,3,575.0,2,243,142,0,0,0,0,0,0,7,2006,344133
12,20,0.0,7980,1,0,2,2,4,6,7,1992,2007,0.0,3,4,4,3,1,5,935.0,1,0.0,233.0,1168.0,5,1,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,0,1992.0,3,420.0,2,483,21,0,0,0,0,4,500,3,2010,185000
2339,190,100.0,34650,1,0,3,2,3,5,5,1955,1955,0.0,3,3,3,3,2,3,1056.0,1,0.0,0.0,1056.0,3,0,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,0,1955.0,3,572.0,2,264,0,0,0,0,0,0,0,1,2006,145000
624,20,92.0,10573,1,0,2,2,4,6,6,1961,1961,3.0,3,3,3,3,1,3,1312.0,1,0.0,141.0,1453.0,5,1,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,1,1961.0,2,530.0,2,0,49,0,0,288,0,4,0,4,2009,187500
86,20,65.0,8450,1,0,3,2,4,5,8,1965,2009,0.0,3,4,3,3,1,6,553.0,4,117.0,224.0,894.0,5,1,894,0,0,894,1.0,0.0,1,0,3,1,3,5,1,1973.0,1,336.0,2,416,144,0,0,0,0,3,0,4,2010,138500
1534,50,0.0,11700,1,1,2,1,4,5,6,1937,1995,0.0,3,3,3,3,1,4,606.0,1,0.0,336.0,942.0,5,1,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,1,1937.0,1,240.0,2,0,40,0,0,0,0,0,0,7,2008,198000
2243,190,75.0,8250,1,0,3,2,3,5,6,1895,2006,0.0,3,4,3,3,1,1,0.0,1,0.0,957.0,957.0,2,0,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,0,0.0,0,0.0,0,0,0,133,0,0,0,0,0,6,2007,119600
1957,50,60.0,8064,1,0,3,2,4,5,7,1949,2006,0.0,3,4,3,3,2,1,0.0,1,0.0,672.0,672.0,5,1,672,252,0,924,0.0,0.0,1,0,3,1,3,6,1,2003.0,1,576.0,2,0,0,0,0,0,0,3,2000,7,2007,122900
380,20,80.0,9600,1,0,3,2,4,8,5,1981,1981,0.0,4,3,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,3,1,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,1,1981.0,3,542.0,2,474,120,0,0,0,0,3,0,7,2009,278000
2860,70,0.0,11435,1,0,2,1,4,8,7,1929,1950,0.0,3,3,4,3,1,1,0.0,1,0.0,792.0,792.0,2,1,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,2,1931.0,1,400.0,2,0,0,0,0,0,0,0,0,6,2006,230000
2517,120,30.0,9549,1,0,2,2,1,8,5,1995,1996,0.0,4,4,4,4,3,2,437.0,6,1057.0,0.0,1494.0,5,1,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,1,1995.0,3,481.0,2,0,30,0,0,216,0,0,0,4,2006,270000
1933,20,60.0,10950,1,0,3,2,4,6,6,1952,1952,0.0,3,3,3,3,1,5,441.0,1,0.0,507.0,948.0,3,1,948,0,0,948,0.0,0.0,1,0,2,1,3,5,0,1952.0,1,410.0,0,0,48,0,0,0,0,0,0,4,2007,125000
820,20,79.0,10637,1,0,3,2,4,8,5,2007,2008,336.0,4,3,5,3,4,6,1288.0,1,0.0,417.0,1705.0,5,1,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,1,2007.0,2,826.0,2,208,44,0,0,0,0,0,0,9,2009,297000
675,20,80.0,9000,1,0,2,1,4,6,6,1958,1958,82.0,3,3,4,3,4,1,0.0,1,0.0,160.0,160.0,2,1,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,1,1958.0,2,384.0,2,0,28,64,0,0,0,0,0,4,2009,113500
2910,160,41.0,2665,1,0,3,2,1,5,6,1977,1977,0.0,3,3,3,3,1,5,548.0,3,173.0,36.0,757.0,5,1,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,1,1977.0,2,336.0,2,104,26,0,0,0,0,0,0,7,2006,127000
21,20,105.0,11751,1,0,2,2,4,6,6,1977,1977,480.0,3,3,4,3,1,4,705.0,1,0.0,1139.0,1844.0,5,1,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,1,1977.0,2,546.0,2,0,122,0,0,0,0,3,0,1,2010,190000
1873,20,80.0,9600,1,0,3,2,4,7,6,1973,1973,320.0,3,3,3,3,1,5,916.0,1,0.0,326.0,1242.0,2,1,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,1,1973.0,1,528.0,2,0,0,0,0,0,0,0,0,9,2007,175500
2125,20,60.0,8428,1,0,1,2,4,5,7,1994,1994,0.0,3,4,4,4,1,6,420.0,1,0.0,570.0,990.0,5,1,990,0,0,990,1.0,0.0,1,0,3,1,3,5,0,1995.0,1,384.0,2,256,0,0,0,0,0,0,0,7,2007,146000
1489,20,75.0,9937,1,0,3,2,4,5,6,1965,1965,0.0,4,3,3,3,1,4,830.0,2,290.0,136.0,1256.0,4,1,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,0,1965.0,3,276.0,2,736,68,0,0,0,0,0,0,6,2008,147500
2383,20,107.0,13891,1,0,3,2,4,10,5,2006,2006,0.0,5,3,5,4,4,6,1386.0,1,0.0,690.0,2076.0,5,1,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,1,2006.0,3,850.0,2,216,229,0,0,0,0,0,0,9,2006,465000
983,85,0.0,9101,1,0,2,2,4,5,6,1978,1978,104.0,3,4,4,3,3,6,1097.0,1,0.0,0.0,1097.0,5,1,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,1,1978.0,3,602.0,2,303,30,0,0,0,0,0,0,7,2009,165500
1325,50,81.0,12150,1,1,3,2,4,5,5,1954,1954,335.0,3,3,3,3,1,1,0.0,1,0.0,1050.0,1050.0,5,0,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,0,1954.0,1,352.0,2,0,0,0,0,0,0,0,0,11,2008,131500
1378,20,70.0,11200,1,0,3,2,4,5,5,1965,1965,0.0,3,3,3,3,1,3,906.0,1,0.0,134.0,1040.0,5,1,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,0,1965.0,1,384.0,2,0,0,0,0,0,0,0,0,2,2008,129500
1537,70,100.0,9670,1,0,2,1,4,8,6,1935,1950,40.0,3,3,3,2,1,2,210.0,1,0.0,398.0,608.0,3,1,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,2,1935.0,3,786.0,2,0,0,207,0,0,0,0,0,6,2008,257076
905,50,60.0,10998,1,1,3,2,4,5,5,1941,1960,0.0,3,3,3,3,1,2,408.0,4,420.0,156.0,984.0,5,1,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,0,1977.0,1,660.0,2,0,68,0,0,0,0,0,0,7,2009,117000
1532,70,60.0,7200,1,0,3,1,4,7,6,1931,2000,0.0,3,2,4,3,1,1,0.0,1,0.0,776.0,776.0,3,1,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,1,1931.0,2,270.0,1,0,0,112,0,0,0,3,0,2,2008,149000
132,20,80.0,9920,1,0,3,2,4,5,5,1954,1954,110.0,3,3,3,3,1,3,354.0,2,290.0,412.0,1056.0,3,1,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,0,1954.0,2,280.0,2,0,0,164,0,0,0,3,0,2,2010,128000
1078,160,36.0,2448,1,0,3,2,0,7,5,2003,2004,106.0,4,3,4,3,1,1,0.0,1,0.0,764.0,764.0,5,1,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,0,2003.0,2,474.0,2,0,27,0,0,0,0,0,0,10,2008,155000
2511,160,0.0,2998,1,0,3,2,1,6,5,2000,2000,513.0,4,3,4,3,1,6,353.0,1,0.0,403.0,756.0,5,1,768,756,0,1524,0.0,0.0,2,1,2,1,4,4,0,2000.0,1,440.0,2,0,32,0,0,0,0,0,0,6,2006,166000
912,50,65.0,7804,1,0,3,2,4,4,3,1928,1950,0.0,3,3,3,3,1,4,622.0,1,0.0,500.0,1122.0,3,1,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,2,1981.0,1,576.0,2,431,44,0,0,0,0,3,0,12,2009,135000
2351,60,80.0,16692,1,0,2,2,4,7,5,1978,1978,184.0,3,3,4,3,1,4,790.0,2,469.0,133.0,1392.0,3,1,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,2,1978.0,2,564.0,2,0,112,0,0,440,519,3,2000,7,2006,250000
330,160,21.0,1476,1,0,3,2,0,4,7,1970,1970,0.0,3,3,3,3,1,6,176.0,1,0.0,370.0,546.0,5,1,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,0,0.0,0,0.0,2,200,26,0,0,0,0,0,0,3,2010,76000
2586,20,75.0,10170,1,0,3,2,4,6,6,1951,1951,522.0,3,3,3,3,1,1,0.0,1,0.0,216.0,216.0,3,1,1575,0,0,1575,0.0,0.0,1,1,2,1,4,5,1,1951.0,1,400.0,2,0,0,0,0,0,0,0,0,6,2006,155000
224,60,80.0,9364,1,0,3,2,4,6,7,1969,1969,143.0,3,3,3,3,1,5,371.0,1,0.0,292.0,663.0,3,1,663,689,0,1352,0.0,0.0,1,1,4,1,3,7,0,1969.0,3,299.0,2,379,36,0,0,0,0,3,0,3,2010,158000
98,160,24.0,2544,1,2,3,2,0,7,5,2004,2005,0.0,4,3,4,3,1,6,368.0,5,42.0,190.0,600.0,5,1,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,0,2004.0,2,480.0,2,0,172,0,0,0,0,0,0,2,2010,149500
2565,20,82.0,9888,1,0,3,2,4,5,6,1954,1975,0.0,3,4,3,3,1,4,486.0,1,0.0,450.0,936.0,3,1,936,0,0,936,0.0,0.0,1,0,2,1,3,5,0,1954.0,1,240.0,2,0,0,160,0,0,0,3,0,3,2006,121000
1934,20,68.0,7942,1,0,3,2,4,6,7,1953,1953,0.0,3,3,3,3,1,3,85.0,5,955.0,0.0,1040.0,3,1,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,0,1953.0,3,293.0,2,0,0,0,0,0,0,3,0,6,2007,136000
997,60,0.0,15038,1,0,1,2,4,6,5,1996,1996,0.0,3,3,4,3,1,3,138.0,1,0.0,778.0,916.0,4,1,916,720,0,1636,0.0,0.0,2,1,3,1,3,7,1,1996.0,3,386.0,2,168,84,0,0,0,0,0,0,11,2008,173000
64,60,92.0,11764,1,0,2,2,4,8,7,1999,2007,348.0,4,3,4,3,1,6,524.0,1,0.0,628.0,1152.0,5,1,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,1,1999.0,3,671.0,2,132,57,0,0,0,0,0,0,4,2010,290000
1799,60,75.0,9000,1,0,3,2,4,8,5,2007,2007,0.0,4,3,4,3,3,6,64.0,1,0.0,1120.0,1184.0,5,1,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,1,2007.0,3,550.0,2,208,364,0,0,0,0,0,0,8,2007,303477
230,20,0.0,20062,1,0,2,1,4,7,7,1977,2001,0.0,4,4,4,3,4,5,1092.0,1,0.0,328.0,1420.0,4,1,1483,0,0,1483,1.0,0.0,1,1,1,1,3,4,2,1977.0,2,690.0,2,496,0,0,0,0,0,0,0,4,2010,270000
1295,50,81.0,7308,1,0,3,2,4,5,5,1920,1950,0.0,2,2,3,3,1,3,360.0,1,0.0,576.0,936.0,4,0,960,780,0,1740,0.0,0.0,1,0,2,1,5,6,1,1920.0,1,225.0,0,0,0,236,0,0,0,0,0,6,2008,122250
638,20,70.0,8750,1,0,3,2,4,5,5,1955,1955,0.0,3,3,3,3,1,3,172.0,2,483.0,727.0,1382.0,4,1,1382,0,0,1382,0.0,1.0,1,0,3,1,4,6,0,1955.0,1,350.0,2,280,0,0,0,0,0,2,0,7,2009,153000
2278,20,70.0,8402,1,0,3,2,4,5,5,2007,2007,0.0,3,3,4,3,1,5,206.0,1,0.0,914.0,1120.0,5,1,1120,0,0,1120,0.0,0.0,1,0,3,1,3,6,0,0.0,0,0.0,2,0,30,0,0,0,0,0,0,12,2007,147000
2202,70,63.0,4000,1,0,3,2,4,7,8,1930,1995,0.0,3,3,4,3,1,6,246.0,1,0.0,285.0,531.0,3,1,567,531,0,1098,1.0,0.0,1,0,2,1,3,5,1,1930.0,1,216.0,2,0,0,0,0,0,0,3,0,6,2007,148500
2833,160,32.0,3363,1,0,3,2,1,7,5,2004,2004,117.0,4,3,4,3,1,1,0.0,1,0.0,976.0,976.0,5,1,976,732,0,1708,0.0,0.0,2,0,3,1,4,7,0,2004.0,1,380.0,2,0,40,0,0,0,0,0,0,4,2006,130000
1707,20,94.0,13615,1,0,2,1,4,9,5,2006,2006,510.0,5,3,5,3,4,1,0.0,1,0.0,1802.0,1802.0,5,1,1802,0,0,1802,0.0,0.0,2,1,3,1,5,7,1,2006.0,3,843.0,2,158,105,0,0,0,0,0,0,6,2007,372000
2428,120,43.0,3013,1,0,3,2,1,7,5,2005,2005,145.0,4,3,4,3,4,6,16.0,1,0.0,1346.0,1362.0,5,1,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,1,2005.0,3,440.0,2,142,20,0,0,0,0,0,0,4,2006,213490
242,20,44.0,17485,1,0,1,2,4,7,5,2009,2010,96.0,4,3,4,3,4,6,1346.0,1,0.0,162.0,1508.0,5,1,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,2,2009.0,2,572.0,2,0,0,0,0,0,0,0,0,1,2010,308030
1564,20,0.0,23730,1,0,1,2,4,7,5,1996,1997,668.0,4,3,5,3,2,6,700.0,1,0.0,1140.0,1840.0,5,1,2032,0,0,2032,1.0,0.0,3,0,3,1,4,7,0,1996.0,3,786.0,2,0,46,192,0,0,0,0,0,9,2008,300000
2613,20,79.0,8910,1,0,3,2,4,6,6,1959,1959,0.0,3,3,3,3,2,5,655.0,1,0.0,0.0,655.0,5,1,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,1,1954.0,3,539.0,2,0,0,192,0,0,0,0,0,7,2006,159500
2832,160,24.0,2522,1,0,3,2,0,7,5,2004,2004,50.0,4,3,4,3,1,1,0.0,1,0.0,970.0,970.0,5,1,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,0,2004.0,1,380.0,2,0,40,0,0,0,0,0,0,4,2006,137500
2459,20,73.0,8688,1,0,3,2,4,7,5,2005,2005,228.0,4,3,4,3,3,1,0.0,1,0.0,1616.0,1616.0,5,1,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,0,2005.0,2,834.0,2,208,59,0,0,0,0,0,0,4,2006,232000
1360,30,0.0,6291,0,0,2,2,4,6,6,1930,1950,0.0,4,4,3,3,1,1,0.0,1,0.0,768.0,768.0,3,1,768,0,0,768,0.0,0.0,1,0,1,1,3,4,0,1930.0,1,440.0,0,0,0,84,0,0,0,0,0,7,2008,93850
2723,30,0.0,17529,1,0,3,2,4,5,5,1924,1950,65.0,3,3,3,3,1,1,0.0,1,0.0,872.0,872.0,2,0,872,0,0,872,0.0,0.0,1,0,2,1,2,5,1,1924.0,1,322.0,0,0,0,116,0,0,0,0,0,4,2006,105000
1350,30,60.0,6324,1,0,2,2,4,4,6,1927,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,520.0,520.0,2,0,520,0,0,520,0.0,0.0,1,0,1,1,2,4,0,1920.0,1,240.0,2,49,0,87,0,0,0,0,0,5,2008,68500
136,90,80.0,11600,1,0,3,2,2,5,5,1960,1960,361.0,3,3,3,3,1,3,443.0,1,0.0,662.0,1105.0,3,1,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,0,1960.0,1,480.0,2,0,0,0,0,0,0,0,0,1,2010,154300
2235,50,50.0,7288,1,0,3,2,4,5,7,1925,2003,0.0,4,4,3,1,1,1,0.0,1,0.0,936.0,936.0,5,1,936,665,0,1601,0.0,0.0,2,0,3,1,3,6,0,0.0,0,0.0,0,0,0,0,176,0,0,0,0,9,2007,129850
1993,70,35.0,4571,1,1,3,2,4,5,7,1910,1950,0.0,3,3,3,3,1,4,168.0,1,0.0,448.0,616.0,5,1,616,616,0,1232,0.0,0.0,1,0,3,1,3,6,0,1920.0,1,480.0,2,280,0,143,0,0,0,0,0,6,2007,114000
367,20,63.0,17423,1,0,2,2,4,9,5,2008,2009,748.0,5,3,5,3,1,6,1904.0,1,0.0,312.0,2216.0,5,1,2234,0,0,2234,1.0,0.0,2,0,1,1,5,9,1,2009.0,3,1166.0,2,0,60,0,0,0,0,0,0,7,2009,501837
1309,50,100.0,12665,1,1,2,2,4,5,8,1915,1950,0.0,3,3,3,3,2,1,0.0,1,0.0,876.0,876.0,4,1,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,1,1949.0,1,720.0,2,418,0,194,0,0,0,0,0,6,2008,153900
402,20,60.0,9000,1,0,3,2,4,4,7,1971,2006,0.0,3,4,3,3,1,5,240.0,1,0.0,624.0,864.0,4,1,864,0,0,864,0.0,0.0,1,0,3,1,3,5,0,1986.0,1,576.0,2,200,0,0,0,0,0,2,0,7,2009,130000
1592,120,32.0,4500,1,0,3,2,1,6,5,1997,1997,197.0,3,3,5,3,1,6,864.0,1,0.0,325.0,1189.0,5,1,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,0,1997.0,2,392.0,2,0,122,0,0,0,0,0,0,4,2008,160500
2409,120,48.0,6373,1,0,3,2,1,9,5,2006,2006,572.0,5,3,5,4,1,6,415.0,1,0.0,1251.0,1666.0,5,1,1666,0,0,1666,1.0,0.0,2,0,2,1,4,6,1,2006.0,2,575.0,2,228,75,0,0,0,0,0,0,6,2006,310090
539,20,67.0,10083,1,0,3,2,4,7,5,2003,2003,0.0,4,3,4,3,1,6,833.0,1,0.0,343.0,1176.0,5,1,1200,0,0,1200,1.0,0.0,2,0,2,1,4,5,0,2003.0,2,555.0,2,0,41,0,0,0,0,0,0,8,2009,184900
1940,20,70.0,13300,1,0,3,2,4,5,7,1956,2000,0.0,3,3,4,3,1,3,377.0,1,0.0,551.0,928.0,3,1,928,0,0,928,0.0,0.0,1,0,2,1,3,4,0,1956.0,1,252.0,2,261,0,156,0,0,0,0,0,6,2007,132000
588,20,80.0,9600,1,0,3,2,4,5,5,1969,1969,128.0,3,3,4,3,2,5,553.0,3,147.0,588.0,1288.0,3,1,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,1,1969.0,2,502.0,2,312,11,0,0,0,0,0,650,8,2009,163000
96,160,30.0,3215,1,2,3,2,1,7,5,2004,2004,120.0,4,3,4,3,3,6,280.0,1,0.0,320.0,600.0,5,1,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,0,2004.0,2,480.0,2,0,172,0,0,0,0,0,0,4,2010,155000
1187,80,0.0,11104,1,0,2,2,4,6,6,1969,1969,0.0,3,3,3,3,3,6,828.0,1,0.0,599.0,1427.0,4,1,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,0,1969.0,2,516.0,2,0,0,0,0,216,0,0,0,5,2008,183000
2154,60,0.0,15295,1,0,0,2,4,7,5,1996,2002,254.0,4,3,4,3,2,6,762.0,1,0.0,98.0,860.0,5,1,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,2,1996.0,2,608.0,2,225,32,0,0,0,0,0,0,6,2007,211000
550,60,70.0,9109,1,0,3,2,4,7,5,1994,1994,0.0,4,3,4,3,1,2,36.0,6,596.0,122.0,754.0,5,1,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,0,1994.0,2,495.0,2,140,32,0,0,0,0,0,0,10,2009,184000
811,90,64.0,7018,1,0,3,2,2,5,5,1979,1979,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,0,1979.0,1,400.0,2,0,0,0,0,0,0,4,0,6,2009,118858
