Id,SalePrice
1408,168124.76205909194
331,85566.16540382226
170,122441.08754841007
2192,91171.49879820453
2571,261740.04283807907
2314,168018.23839864967
2647,94249.585650268
422,401204.55336804054
2457,322737.77773810626
1838,182036.63698430295
2805,253496.20964787266
1645,163775.84569620353
1711,311631.8162158889
2825,216654.44187471655
322,298937.0301282443
2103,249680.8090726698
342,122195.90597669655
600,124770.82808404828
488,172636.08778651012
1725,273293.1656956315
2246,271589.2621687044
2847,143034.07183416156
806,234569.87567468025
530,228724.54950023067
963,189090.93485130827
2678,84117.41322426968
171,84029.44497510302
2401,406688.1833914901
805,225192.2415586431
2259,249126.1198271867
1748,200520.53983490658
1361,127843.77791996131
1677,108875.82997133749
1406,153608.13823924237
2322,239774.9694210048
688,147772.9958076465
143,136427.47540612868
804,214594.91190757242
1214,148359.204520646
2828,142127.506076447
1999,153689.8975880627
2467,199540.29644119734
2665,167602.66354454643
1538,441956.5785016648
398,116437.78617369881
2822,132016.9987819724
2157,145657.86769845214
1856,189001.85498661883
1269,105832.04738539393
2570,111251.4567321258
2320,236598.7619814869
1517,139392.63291180859
2304,122353.70580676425
1312,97858.80903196674
2012,140343.82348639602
506,234632.49274055677
2865,215268.11808572282
2367,100666.76748735784
554,91828.80840484914
238,134941.8553544755
1954,123533.73694386368
2488,141189.9281907111
2291,80322.8266115965
1969,111600.81031136734
2725,141803.10207678887
1482,151231.1529445353
2763,198869.961231862
503,241111.47841946466
1584,247033.02633509508
1531,138949.67499351717
2210,171345.5966761859
459,306936.7884799027
556,126227.79274390571
1347,120298.98273848394
1290,79711.63709402218
1388,102113.97216627657
1571,326687.437262992
2754,209265.4263558492
765,141053.1031434653
2494,121422.46628824183
2870,258304.48046959136
7,226050.02331418637
1114,229705.65376762973
2418,276583.3486381403
291,142062.6887649851
18,302010.38387347135
39,359421.22412999044
1001,234978.4856412878
2442,225157.68670126455
616,115055.40154030394
2680,68603.77890770725
1414,129682.68933793023
289,156739.31814032778
40,263099.29629822215
860,125778.52772382963
409,122724.5906683548
673,160840.49736600363
2427,187867.2387944432
2036,215597.27584852447
2564,136169.95035411237
642,158550.85331856445
1008,187018.6728942437
1908,124490.34943126344
2519,190646.8737922371
1369,94884.04364169917
2855,165540.9332273944
712,100664.33672302795
1943,104090.76964462361
1958,122558.70513631492
107,170574.7854199052
2295,203669.32056226613
704,99893.55019809135
676,136329.9461030338
259,187121.35951946155
93,261021.37191117977
106,248416.73251290855
2315,173739.25771137784
1050,109122.58876597874
1095,211781.581941948
2709,147004.37589227463
758,115477.74414853452
1496,158663.37626631412
2370,121617.43824347731
2458,266325.7302350648
2733,120917.45729012095
161,264593.8842193066
726,140107.05026962765
845,222273.28577981234
947,241203.26051732796
2232,105750.08252834357
2563,154146.37004116876
2299,131319.57907594295
211,83858.64929934045
605,162135.9658817351
1478,203825.69549699116
2247,269036.7358624802
2274,217282.39622812366
2869,210424.58604250132
967,207504.47227261605
2656,118370.38986929938
667,193630.90735749085
1042,106218.32263469863
2023,160788.76379148738
2447,341467.7351909074
2055,130346.0675993375
2275,299917.04393270594
2204,173402.17828715753
1563,266168.45269588236
483,221487.42137621087
796,119871.9145801115
1526,159155.50985383833
2042,121127.06413917277
442,336418.3488444652
1693,343646.5672579686
1468,227783.73126555618
1430,190980.67061223905
2605,142385.48459437574
1529,228723.48641044114
335,139209.75555298236
1287,117796.13349170118
31,94078.2605974085
1785,308675.05416751566
82,166756.67023485963
2620,129603.35841151758
252,186382.8740684477
721,59434.207890129364
2165,181840.75372815752
2316,198061.47312567657
775,129302.45273429726
1558,72419.19272042379
17,228895.13744486027
1022,202539.75572100226
925,130927.6188982349
438,284917.57762746146
1270,140430.2374262956
1272,126481.41235662755
215,142041.7128900354
266,241283.88929285193
2402,325578.38362626126
1250,141142.66641244476
1984,106038.97205727512
1279,152689.36254112163
377,258868.42653394683
1252,119986.61953599972
2156,251473.9491067508
499,298079.2466767953
1374,124692.77937826926
2898,223098.1590446052
401,114593.3159363045
2721,158470.1323351363
2078,250610.23843597656
2589,121463.5658952928
1946,243329.82254980865
1334,120356.54329076581
2781,209616.28608001268
431,360288.85518371535
576,191330.49359124235
1474,214717.94052397308
2254,138132.93461094654
2155,278628.9330457134
885,94582.95908608213
643,151597.32734186645
1944,125447.27567601857
480,195875.70278437657
2845,94288.51275416574
2387,341533.25000634266
2407,209339.8726960961
2527,173152.90188918737
2514,149963.6322050018
629,143791.12647748357
80,203152.88798324336
1876,132988.94286256298
1546,121585.40548414254
2518,164397.9957421324
2347,162108.39712928032
783,249991.7810744362
1322,47319.953818474816
194,92590.78251494718
1770,272602.5101754006
2143,134619.65473969118
1229,232492.87424069064
511,285456.52472699794
46,241296.79449220104
1348,158195.84074315222
2465,198059.57359233036
387,236361.8980925186
873,232258.73438112676
1918,128739.54307477069
2764,249020.04993666065
2184,126159.11103035607
934,141408.8783551096
1920,122832.390049084
2631,131910.78234065292
1768,449094.0274473769
2040,112435.44370772774
1749,223181.85041807644
834,235886.61239554838
1457,223052.6646843648
79,119234.91188525638
2302,133502.42587929816
1817,145426.27409946272
2755,243046.71141614442
359,184001.32859507058
2059,112596.31121572554
2092,232877.52655325754
2516,214364.2962306747
150,120591.88137067453
1656,135239.04682383063
83,94820.34686273831
2411,184143.0310370327
795,76428.7527848388
2312,225822.2017487058
2917,109208.77861231062
1624,177814.20853080638
2215,328350.5530298948
1211,147745.4323586894
1485,156285.82360926675
1024,173914.18507690897
570,180129.06317982142
2874,142679.6588276048
700,120379.1871106929
2756,206544.528984636
2022,169548.22006511854
583,221562.68806094766
2392,400912.01308553125
2424,169845.4782084079
212,106643.51054088734
736,136601.48203411754
1610,162024.37233872834
890,119073.10559421532
467,173279.99818946174
578,214438.50011180123
1747,195326.68251633277
1149,156892.42305672256
2758,242204.2236815218
857,143931.10396126957
2219,275816.78062652
733,107930.98996310424
2909,115798.57987215172
1798,262154.4993332701
235,111864.97673268514
2366,121256.55087336288
1027,132627.7883015679
1195,144802.63073939775
1303,54707.74416103467
148,183274.39490197474
608,149632.38323859207
2515,208232.5997325495
821,268553.18001585075
2500,239522.25063650604
745,103518.54755177404
741,126599.31899594866
1611,107634.95436502865
2532,125241.61541941534
1081,227085.8225543171
1692,428566.65623156284
2520,173686.54436016598
276,112963.49733187631
1992,135033.6382403234
663,62601.852871842595
418,129262.55874798098
1733,197946.22318254918
2359,147141.70503418893
253,193676.6894287966
1518,188157.35074360447
2035,136469.22768739858
2919,78894.68122891565
1540,286948.91026034154
2120,143702.82474946458
1674,158650.54212402017
256,155098.69526927252
2361,99460.3609282225
978,81824.6485198663
2280,141554.35166478794
2095,233879.73352217895
1709,367293.0869391606
2801,269597.2209465929
1246,124297.40695159945
2373,100459.0996002506
1055,302170.30668046593
2017,129348.15911463278
1099,241870.3537561361
1344,87027.64122252227
835,190432.23642042116
1117,217063.32551664958
2043,90217.46186975423
2085,108905.29393991524
410,140794.2762263618
2650,117976.83944778031
2867,178334.9896903389
1668,114455.0908686374
1161,161120.33715761127
2122,178818.0984679884
2539,152589.61861301417
1047,139043.74822426477
1445,132600.81871012796
541,129742.22300050092
569,195413.94541945736
1276,124087.02005338483
918,169067.49163131882
326,165782.8552435379
1936,133802.44109929033
895,82473.81819265123
257,142814.02754662413
1241,166505.92080084563
1545,119591.92092672097
1189,175032.86321604816
270,145948.98780358583
2066,162892.43397674535
693,102613.37215646172
1259,141819.677274875
2916,153798.0978839805
2321,309691.0362399836
1977,82951.76167255861
1895,148306.05854333483
1240,176721.57335981764
85,141576.4525604217
1823,109832.04620170352
825,279098.2788987434
110,225470.7320173543
697,118344.44224165869
2297,115825.98132160146
1231,136419.04047396246
1355,132745.7430248384
968,302995.6568723277
584,226860.214433438
1315,121787.1589571422
1606,158584.71546579147
206,97569.7530246197
1685,369558.31639811274
2016,130814.08163589629
869,200573.5496123181
2135,117067.34167111242
2346,182861.7366664728
2430,229041.89822327634
2198,96034.6944099799
2652,126655.55042530362
27,111024.00689808982
241,169239.42699836966
906,114665.51215435212
1506,114059.34773098561
2098,387359.4247857177
1435,229699.80751845916
2213,130318.85588760971
1274,145756.1990672002
743,45621.260171965296
1737,210509.44725513787
2797,281498.3255447333
2185,65154.734711324905
58,183657.1832774417
830,213548.40329329562
808,118238.57618970341
680,143778.27636429455
1153,112266.99996512821
1291,126449.8056850614
1818,150267.95136397978
2161,189183.2298280238
1883,118396.35007742427
350,307021.79350874055
2473,146310.82343364556
295,194515.95798778973
293,200869.53398403968
859,142712.94972836538
288,70619.37485879427
1578,141835.10670983884
102,170121.71660573824
2831,130497.20373654646
1030,153204.83187060137
2551,155660.9615677284
1286,140595.06854635107
958,318112.04209784395
776,132334.64113161014
72,226630.47145606094
2263,257093.15410406757
1866,150937.35946647445
2876,75537.10272071631
2146,233787.3884966453
103,177894.74027283888
1500,136289.47716179307
492,174280.08565201302
167,147520.02937834893
2597,116579.09198674187
2685,105121.3424914658
1035,168213.682749319
1220,71968.202382698
2602,153966.54125688193
2159,207296.7686368245
695,141125.084513491
1109,246494.7121853355
640,161568.02388299725
1652,147741.7847001686
2090,172330.4208634506
1188,174992.6821744668
2345,233629.99000185906
1059,412475.4410176886
2751,217357.67262709865
128,200862.487404818
1523,209919.17932793498
2925,168394.74178741305
2145,261063.74735296363
1121,225669.03425124296
566,240751.04459513907
565,240005.71303457758
1331,138535.34868477567
2928,120531.4860846628
156,143047.48912457863
797,124215.39997938562
327,89038.04055169906
2859,138967.3380053166
1453,126178.47375850265
1762,324257.9843873444
1868,225451.93805619123
1760,172779.92807531927
1113,241799.28526451904
1812,190808.25184167043
117,156513.88820156836
1142,216404.0861228142
2342,396122.68764763215
927,160293.7113258266
2478,181129.85373192685
655,80850.58093788815
2064,131954.33004820833
369,264080.85282409855
2239,109459.72555824126
2732,206343.85746574381
1653,160582.87555804124
959,219431.05311154493
2395,381234.7022528637
1412,106921.04731101188
271,252951.08697679883
1484,151235.7956536518
1497,138184.869697006
552,178644.510741731
2,117501.1713792445
1855,272756.6885629456
4,273683.9624998233
2292,155945.6076545373
134,138069.72449665455
646,106445.08191176318
42,294357.26369133923
532,221317.46725518384
713,93654.12012023295
2561,134446.66417107105
2360,138256.54729215192
1333,124272.74603490002
1407,218984.7546924955
2892,323372.5084951671
574,203515.3186322283
1227,170708.3038627788
2591,241285.53418840683
1476,214731.9850020935
1125,241775.71009296612
1446,139000.58875944937
408,115097.13634078152
1101,292916.22447169863
2251,184916.08643105396
373,177164.80224740235
2554,142812.61853866154
2382,279634.9951934902
1985,87608.71445559249
519,239667.07181199113
1093,189839.72036769483
864,251352.26387462896
2889,145365.20545697183
2308,172932.46017214074
986,152007.4939058897
1302,141424.94074406585
585,151128.64225163904
2708,152583.8803333666
147,122206.98788879842
1441,226262.0524071344
383,193878.87659840268
285,144793.77534939634
181,101064.71363720347
358,186545.0126612763
780,167188.91766383598
258,198667.38571243043
1865,205462.53466384998
692,110670.92663863329
2902,326341.85765349015
508,235506.3291580095
2638,136575.09391106616
36,131221.26210297903
611,164128.44656214575
2281,148907.73340836118
1678,117859.75704676974
1696,433806.056726945
1557,70679.56983487014
2180,146513.96500784552
1726,243759.3193855923
951,152432.46870499113
267,221105.39550707655
2706,131150.19309255717
2221,274006.78733518877
1357,179528.88915637124
2901,303646.9857772197
347,185029.73325931453
2164,208585.66326875784
1586,315770.8901383531
360,163199.35533330785
1769,237674.68189554338
2617,174363.2408049984
1879,146446.53029929576
991,260824.2024301971
1535,119099.55618357839
1191,146465.92665210977
1579,219651.3912319012
1882,100493.83951144431
1510,134631.42649612477
2196,177437.88035337752
1845,167359.6631747815
2336,388807.71233442595
942,94719.79192927858
861,130897.1153514969
2555,118457.05990731374
1392,145296.22103538594
2099,249006.56769540228
1543,118607.20309247283
948,270166.65454770176
1239,182194.99897008156
22,198664.63471183623
2796,230728.56058469933
2747,171178.45390874957
92,263769.8152014902
210,158383.1212734699
1858,206636.32240023243
2228,159882.52353948582
447,237220.7771968036
827,232526.65581432023
1649,201333.06135824986
682,140787.7927397674
2698,108574.98791122397
494,180133.85193798906
214,75085.460262783
2441,238753.20731266082
2679,111935.861659349
1336,119048.93824737945
465,176950.6017424948
1524,152804.83652211426
2543,113824.94140002024
631,138480.13129350057
2452,310813.80603724945
228,152691.34326313753
126,165728.62692207217
1092,245274.77496263932
1122,197208.8291607432
932,207273.20583329757
1980,87186.39104600906
2171,109637.60282745448
551,156708.65099589553
2768,163406.50170707726
2056,110676.33453274136
1159,326200.84347496595
2645,124177.55502737344
1174,174470.6172914095
2266,199986.0152421157
2462,321453.23971556267
1219,148500.7351374825
2922,175480.46016444062
118,137089.56838425988
474,170963.23654881673
2576,142327.808389548
872,274552.67148684204
1077,235683.0453333119
1536,144303.56934194436
1150,125078.29575702146
2341,333183.1390064292
1931,157426.04788227737
2785,137370.24341543566
2538,123105.77206738867
597,207664.4613350561
464,202453.52272425275
233,232683.85959384512
2169,121392.98318072129
2123,182113.84625550744
1867,163203.70222123977
137,229319.34417840096
515,250988.89619797523
933,111006.06191333104
2784,157636.3066835729
972,154345.80211483684
599,166949.90336267723
2614,139391.785384994
2582,142023.85067562046
1409,167664.23415376912
175,101580.03481881379
352,226131.92690745264
976,99051.21375412357
2134,190631.76197559104
984,119620.3511704983
2396,378724.1786939515
1673,149286.73253778944
404,109738.95848642598
607,166191.02971985485
814,157682.37591506558
868,191143.61864884073
2271,178084.0839004967
1633,224535.3987208131
337,174622.23649762003
2765,162108.85004035349
1746,246910.10662513573
368,295563.4783026206
2806,207277.1163764588
1662,180276.62750782026
1234,209677.62105951703
1373,131398.65518683166
1672,114888.02987969361
1939,124925.60701904574
